pic_id,seg_id,object,segment,adj,des
550647,3,鞋柜,右侧靠墙则是矮柜鞋柜底部留空作为常换鞋子的摆放,['矮'],玄关空间相对宽裕，靠窗摆上一张板凳换鞋凳+挂衣架，让回家的体验更加仪式优雅；右侧靠墙则是矮柜鞋柜底部留空作为常换鞋子的摆放，既节省空间又方便使用，十分实用。
550647,4,空间,既节省空间又方便使用,[],玄关空间相对宽裕，靠窗摆上一张板凳换鞋凳+挂衣架，让回家的体验更加仪式优雅；右侧靠墙则是矮柜鞋柜底部留空作为常换鞋子的摆放，既节省空间又方便使用，十分实用。
550648,0,电视墙,电视墙以白色文化砖的墙脚与顶部,['白色'],电视墙以白色文化砖的墙脚与顶部，中间加入木饰面的背景装饰，简单而不失温质；整体空间布置了胡桃木的电视柜与茶几，使得居家氛围十分舒适，朴质而大气。
550648,0,砖,电视墙以白色文化砖的墙脚与顶部,['白色'],电视墙以白色文化砖的墙脚与顶部，中间加入木饰面的背景装饰，简单而不失温质；整体空间布置了胡桃木的电视柜与茶几，使得居家氛围十分舒适，朴质而大气。
550648,1,背景,中间加入木饰面的背景装饰,[],电视墙以白色文化砖的墙脚与顶部，中间加入木饰面的背景装饰，简单而不失温质；整体空间布置了胡桃木的电视柜与茶几，使得居家氛围十分舒适，朴质而大气。
550648,1,装饰,中间加入木饰面的背景装饰,[],电视墙以白色文化砖的墙脚与顶部，中间加入木饰面的背景装饰，简单而不失温质；整体空间布置了胡桃木的电视柜与茶几，使得居家氛围十分舒适，朴质而大气。
550648,3,空间,整体空间布置了胡桃木的电视柜与茶几,[],电视墙以白色文化砖的墙脚与顶部，中间加入木饰面的背景装饰，简单而不失温质；整体空间布置了胡桃木的电视柜与茶几，使得居家氛围十分舒适，朴质而大气。
550648,3,电视柜,整体空间布置了胡桃木的电视柜与茶几,[],电视墙以白色文化砖的墙脚与顶部，中间加入木饰面的背景装饰，简单而不失温质；整体空间布置了胡桃木的电视柜与茶几，使得居家氛围十分舒适，朴质而大气。
550648,3,茶几,整体空间布置了胡桃木的电视柜与茶几,[],电视墙以白色文化砖的墙脚与顶部，中间加入木饰面的背景装饰，简单而不失温质；整体空间布置了胡桃木的电视柜与茶几，使得居家氛围十分舒适，朴质而大气。
550650,0,客厅,客厅内沙发墙以木质栏栅的背景简单区分空间,['简单'],客厅内沙发墙以木质栏栅的背景简单区分空间，既互通又简洁；灰蓝色的布艺沙发搭配胡桃木茶几，个性之中，不乏简约，搭配出舒适感。
550650,0,墙,客厅内沙发墙以木质栏栅的背景简单区分空间,['简单'],客厅内沙发墙以木质栏栅的背景简单区分空间，既互通又简洁；灰蓝色的布艺沙发搭配胡桃木茶几，个性之中，不乏简约，搭配出舒适感。
550650,0,背景,客厅内沙发墙以木质栏栅的背景简单区分空间,['简单'],客厅内沙发墙以木质栏栅的背景简单区分空间，既互通又简洁；灰蓝色的布艺沙发搭配胡桃木茶几，个性之中，不乏简约，搭配出舒适感。
550650,0,空间,客厅内沙发墙以木质栏栅的背景简单区分空间,['简单'],客厅内沙发墙以木质栏栅的背景简单区分空间，既互通又简洁；灰蓝色的布艺沙发搭配胡桃木茶几，个性之中，不乏简约，搭配出舒适感。
550650,2,茶几,灰蓝色的布艺沙发搭配胡桃木茶几,['蓝色'],客厅内沙发墙以木质栏栅的背景简单区分空间，既互通又简洁；灰蓝色的布艺沙发搭配胡桃木茶几，个性之中，不乏简约，搭配出舒适感。
550651,0,餐厅,整体客餐厅空间简洁大方,['简洁'],整体客餐厅空间简洁大方，原木地板和一扇木隔断与背景墙呼应自然温实；电视柜上黑白配的花瓶布置，也让空间显得格外的禅意雅致。
550651,0,空间,整体客餐厅空间简洁大方,['简洁'],整体客餐厅空间简洁大方，原木地板和一扇木隔断与背景墙呼应自然温实；电视柜上黑白配的花瓶布置，也让空间显得格外的禅意雅致。
550651,1,木地板,原木地板和一扇木隔断与背景墙呼应自然温实,['温实'],整体客餐厅空间简洁大方，原木地板和一扇木隔断与背景墙呼应自然温实；电视柜上黑白配的花瓶布置，也让空间显得格外的禅意雅致。
550651,1,背景墙,原木地板和一扇木隔断与背景墙呼应自然温实,['温实'],整体客餐厅空间简洁大方，原木地板和一扇木隔断与背景墙呼应自然温实；电视柜上黑白配的花瓶布置，也让空间显得格外的禅意雅致。
550651,2,电视柜,电视柜上黑白配的花瓶布置,[],整体客餐厅空间简洁大方，原木地板和一扇木隔断与背景墙呼应自然温实；电视柜上黑白配的花瓶布置，也让空间显得格外的禅意雅致。
550651,2,花瓶,电视柜上黑白配的花瓶布置,[],整体客餐厅空间简洁大方，原木地板和一扇木隔断与背景墙呼应自然温实；电视柜上黑白配的花瓶布置，也让空间显得格外的禅意雅致。
550651,3,空间,也让空间显得格外的禅意雅致,['雅致'],整体客餐厅空间简洁大方，原木地板和一扇木隔断与背景墙呼应自然温实；电视柜上黑白配的花瓶布置，也让空间显得格外的禅意雅致。
550652,0,餐厅,餐厅的墙面是木纹砖上墙的设计,[],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550652,0,墙面,餐厅的墙面是木纹砖上墙的设计,[],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550652,0,砖,餐厅的墙面是木纹砖上墙的设计,[],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550652,0,墙,餐厅的墙面是木纹砖上墙的设计,[],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550652,3,画作,餐桌上儒雅的画作,[],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550652,4,餐具,与餐具摆设,[],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550652,5,餐椅,搭配半圆餐椅,[],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550652,6,空间,让空间显得更加雅致、别趣,['雅致'],餐厅的墙面是木纹砖上墙的设计，布置上端庄雅致，温润朴质；餐桌上儒雅的画作，与餐具摆设，搭配半圆餐椅，让空间显得更加雅致、别趣。
550654,0,厨房,厨房在复古灰色的墙地面砖基础,['灰色'],厨房在复古灰色的墙地面砖基础，定制木色整体橱柜，缓和了砖石的沉冷，中和出温实雅致；墙砖上铺贴的黑白花砖，点缀出时尚，给空间给来些许艺术感。
550654,0,墙,厨房在复古灰色的墙地面砖基础,['灰色'],厨房在复古灰色的墙地面砖基础，定制木色整体橱柜，缓和了砖石的沉冷，中和出温实雅致；墙砖上铺贴的黑白花砖，点缀出时尚，给空间给来些许艺术感。
550654,2,砖石,缓和了砖石的沉冷,['缓和'],厨房在复古灰色的墙地面砖基础，定制木色整体橱柜，缓和了砖石的沉冷，中和出温实雅致；墙砖上铺贴的黑白花砖，点缀出时尚，给空间给来些许艺术感。
550654,4,墙砖,墙砖上铺贴的黑白花砖,[],厨房在复古灰色的墙地面砖基础，定制木色整体橱柜，缓和了砖石的沉冷，中和出温实雅致；墙砖上铺贴的黑白花砖，点缀出时尚，给空间给来些许艺术感。
550654,4,砖,墙砖上铺贴的黑白花砖,[],厨房在复古灰色的墙地面砖基础，定制木色整体橱柜，缓和了砖石的沉冷，中和出温实雅致；墙砖上铺贴的黑白花砖，点缀出时尚，给空间给来些许艺术感。
550654,6,空间,给空间给来些许艺术感,[],厨房在复古灰色的墙地面砖基础，定制木色整体橱柜，缓和了砖石的沉冷，中和出温实雅致；墙砖上铺贴的黑白花砖，点缀出时尚，给空间给来些许艺术感。
550655,0,卧室,卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳,[],卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳，形成朴质和温实，颇具质感；简约素雅的床单窗帘布置，营造出一种端庄舒适的氛围，极具中式和静。
550655,0,背景墙,卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳,[],卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳，形成朴质和温实，颇具质感；简约素雅的床单窗帘布置，营造出一种端庄舒适的氛围，极具中式和静。
550655,0,砖,卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳,[],卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳，形成朴质和温实，颇具质感；简约素雅的床单窗帘布置，营造出一种端庄舒适的氛围，极具中式和静。
550655,0,床,卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳,[],卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳，形成朴质和温实，颇具质感；简约素雅的床单窗帘布置，营造出一种端庄舒适的氛围，极具中式和静。
550655,0,床头柜,卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳,[],卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳，形成朴质和温实，颇具质感；简约素雅的床单窗帘布置，营造出一种端庄舒适的氛围，极具中式和静。
550655,0,凳,卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳,[],卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳，形成朴质和温实，颇具质感；简约素雅的床单窗帘布置，营造出一种端庄舒适的氛围，极具中式和静。
550655,3,窗帘,简约素雅的床单窗帘布置,['素雅'],卧室的背景墙铺贴了深灰木纹砖与胡桃木床、床头柜、与床尾凳，形成朴质和温实，颇具质感；简约素雅的床单窗帘布置，营造出一种端庄舒适的氛围，极具中式和静。
550656,0,衣帽间,衣帽间两侧定制得实木衣柜,[],衣帽间两侧定制得实木衣柜，解决了女主人的收纳需求，驼色和白色窗帘搭配，使得空间规整而大气；靠窗梳妆台的位置，更是为主人提供了一个独立享受精致生活的空间。
550656,0,衣柜,衣帽间两侧定制得实木衣柜,[],衣帽间两侧定制得实木衣柜，解决了女主人的收纳需求，驼色和白色窗帘搭配，使得空间规整而大气；靠窗梳妆台的位置，更是为主人提供了一个独立享受精致生活的空间。
550656,2,窗帘,驼色和白色窗帘搭配,"['驼色', '白色']",衣帽间两侧定制得实木衣柜，解决了女主人的收纳需求，驼色和白色窗帘搭配，使得空间规整而大气；靠窗梳妆台的位置，更是为主人提供了一个独立享受精致生活的空间。
550656,3,空间,使得空间规整而大气,[],衣帽间两侧定制得实木衣柜，解决了女主人的收纳需求，驼色和白色窗帘搭配，使得空间规整而大气；靠窗梳妆台的位置，更是为主人提供了一个独立享受精致生活的空间。
550656,4,梳妆台,靠窗梳妆台的位置,[],衣帽间两侧定制得实木衣柜，解决了女主人的收纳需求，驼色和白色窗帘搭配，使得空间规整而大气；靠窗梳妆台的位置，更是为主人提供了一个独立享受精致生活的空间。
550656,5,空间,更是为主人提供了一个独立享受精致生活的空间,['精致'],衣帽间两侧定制得实木衣柜，解决了女主人的收纳需求，驼色和白色窗帘搭配，使得空间规整而大气；靠窗梳妆台的位置，更是为主人提供了一个独立享受精致生活的空间。
550657,0,卧室,卧室旁边设置了一个主人的独立办公区,[],卧室旁边设置了一个主人的独立办公区，摆上胡桃木书桌，一盏落地灯和半圆形圈椅，形成一个隽永清和的氛围，充满文艺格调。
550657,1,书桌,摆上胡桃木书桌,[],卧室旁边设置了一个主人的独立办公区，摆上胡桃木书桌，一盏落地灯和半圆形圈椅，形成一个隽永清和的氛围，充满文艺格调。
550657,2,落地灯,一盏落地灯和半圆形圈椅,[],卧室旁边设置了一个主人的独立办公区，摆上胡桃木书桌，一盏落地灯和半圆形圈椅，形成一个隽永清和的氛围，充满文艺格调。
550657,2,圈椅,一盏落地灯和半圆形圈椅,[],卧室旁边设置了一个主人的独立办公区，摆上胡桃木书桌，一盏落地灯和半圆形圈椅，形成一个隽永清和的氛围，充满文艺格调。
550658,0,墙,主卫在灰色墙地面砖基础上,['灰色'],主卫在灰色墙地面砖基础上，搭配玻璃淋浴房，以干湿分区的设计，令生活更便捷；木色定制浴室柜以功能性使用，整个空间格外现代实用。
550658,1,玻璃,搭配玻璃淋浴房,[],主卫在灰色墙地面砖基础上，搭配玻璃淋浴房，以干湿分区的设计，令生活更便捷；木色定制浴室柜以功能性使用，整个空间格外现代实用。
550658,1,淋浴房,搭配玻璃淋浴房,[],主卫在灰色墙地面砖基础上，搭配玻璃淋浴房，以干湿分区的设计，令生活更便捷；木色定制浴室柜以功能性使用，整个空间格外现代实用。
550658,5,空间,整个空间格外现代实用,[],主卫在灰色墙地面砖基础上，搭配玻璃淋浴房，以干湿分区的设计，令生活更便捷；木色定制浴室柜以功能性使用，整个空间格外现代实用。
550768,0,客厅,客厅以现代风的空间硬装基础,[],客厅以现代风的空间硬装基础，在色调方面加入黄色、粉色与青色的设计，结合灰色布艺沙发，在华丽优雅的空间下，呈现出一种活跃而时尚的高级空间感。
550768,0,空间,客厅以现代风的空间硬装基础,[],客厅以现代风的空间硬装基础，在色调方面加入黄色、粉色与青色的设计，结合灰色布艺沙发，在华丽优雅的空间下，呈现出一种活跃而时尚的高级空间感。
550768,3,空间,在华丽优雅的空间下,['优雅'],客厅以现代风的空间硬装基础，在色调方面加入黄色、粉色与青色的设计，结合灰色布艺沙发，在华丽优雅的空间下，呈现出一种活跃而时尚的高级空间感。
550769,0,客厅,客厅中对称图案的大理石为背景,[],客厅中对称图案的大理石为背景，灰白配的纹理线条，布置端庄优雅的电视柜，与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应，带来的一种高级优雅的空间感。
550769,0,图案,客厅中对称图案的大理石为背景,[],客厅中对称图案的大理石为背景，灰白配的纹理线条，布置端庄优雅的电视柜，与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应，带来的一种高级优雅的空间感。
550769,0,大理石,客厅中对称图案的大理石为背景,[],客厅中对称图案的大理石为背景，灰白配的纹理线条，布置端庄优雅的电视柜，与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应，带来的一种高级优雅的空间感。
550769,0,背景,客厅中对称图案的大理石为背景,[],客厅中对称图案的大理石为背景，灰白配的纹理线条，布置端庄优雅的电视柜，与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应，带来的一种高级优雅的空间感。
550769,1,纹理,灰白配的纹理线条,[],客厅中对称图案的大理石为背景，灰白配的纹理线条，布置端庄优雅的电视柜，与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应，带来的一种高级优雅的空间感。
550769,2,电视柜,布置端庄优雅的电视柜,['优雅'],客厅中对称图案的大理石为背景，灰白配的纹理线条，布置端庄优雅的电视柜，与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应，带来的一种高级优雅的空间感。
550769,3,饰品,与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应,['活泼'],客厅中对称图案的大理石为背景，灰白配的纹理线条，布置端庄优雅的电视柜，与立体几何感的装饰画与摆饰品搭配出现代活泼的布置相呼应，带来的一种高级优雅的空间感。
550770,0,墙,沙发墙以硬包背景墙基础,['硬'],沙发墙以硬包背景墙基础，挂上一副方形的装饰画，画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学；灰色沙发侧边的金属落地灯，呈现出一种华丽活泼的高级画面感，与空间内的摆饰形成现代雅致。
550770,0,背景墙,沙发墙以硬包背景墙基础,['硬'],沙发墙以硬包背景墙基础，挂上一副方形的装饰画，画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学；灰色沙发侧边的金属落地灯，呈现出一种华丽活泼的高级画面感，与空间内的摆饰形成现代雅致。
550770,2,装饰,画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学,['黄色'],沙发墙以硬包背景墙基础，挂上一副方形的装饰画，画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学；灰色沙发侧边的金属落地灯，呈现出一种华丽活泼的高级画面感，与空间内的摆饰形成现代雅致。
550770,2,空间,画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学,['黄色'],沙发墙以硬包背景墙基础，挂上一副方形的装饰画，画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学；灰色沙发侧边的金属落地灯，呈现出一种华丽活泼的高级画面感，与空间内的摆饰形成现代雅致。
550770,3,金属,灰色沙发侧边的金属落地灯,['灰色'],沙发墙以硬包背景墙基础，挂上一副方形的装饰画，画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学；灰色沙发侧边的金属落地灯，呈现出一种华丽活泼的高级画面感，与空间内的摆饰形成现代雅致。
550770,3,落地灯,灰色沙发侧边的金属落地灯,['灰色'],沙发墙以硬包背景墙基础，挂上一副方形的装饰画，画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学；灰色沙发侧边的金属落地灯，呈现出一种华丽活泼的高级画面感，与空间内的摆饰形成现代雅致。
550770,5,空间,与空间内的摆饰形成现代雅致,['雅致'],沙发墙以硬包背景墙基础，挂上一副方形的装饰画，画面内容是一个圆环+黄色的圈圈装饰出空间的几何美学；灰色沙发侧边的金属落地灯，呈现出一种华丽活泼的高级画面感，与空间内的摆饰形成现代雅致。
550771,0,餐厅,餐厅侧边墙面装上硬包,[],餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550771,0,墙面,餐厅侧边墙面装上硬包,[],餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550771,3,石材,黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登,"['黑色', '深蓝色']",餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550771,3,台面,黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登,"['黑色', '深蓝色']",餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550771,3,餐桌,黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登,"['黑色', '深蓝色']",餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550771,3,餐椅,黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登,"['黑色', '深蓝色']",餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550771,4,金属,三盏金属质感的球形吊灯,[],餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550771,4,吊灯,三盏金属质感的球形吊灯,[],餐厅侧边墙面装上硬包，挂上一幅色彩鲜明的装饰画，以冷色层次营造艺术气息；黑色石材台面的餐桌搭配深蓝色的餐椅现代摩登，三盏金属质感的球形吊灯，使得用餐氛围也端庄优雅而华丽大气。
550772,0,餐具,餐桌上精致的餐具、酒杯与花瓶,['精致'],餐桌上精致的餐具、酒杯与花瓶，布置出一种雅致温情的用餐氛围感；原本灰色的空间，因为蓝色法兰绒的搭配，柔和之中，多了现代贵气。
550772,0,花瓶,餐桌上精致的餐具、酒杯与花瓶,['精致'],餐桌上精致的餐具、酒杯与花瓶，布置出一种雅致温情的用餐氛围感；原本灰色的空间，因为蓝色法兰绒的搭配，柔和之中，多了现代贵气。
550772,2,空间,原本灰色的空间,['灰色'],餐桌上精致的餐具、酒杯与花瓶，布置出一种雅致温情的用餐氛围感；原本灰色的空间，因为蓝色法兰绒的搭配，柔和之中，多了现代贵气。
550772,5,贵气,多了现代贵气,[],餐桌上精致的餐具、酒杯与花瓶，布置出一种雅致温情的用餐氛围感；原本灰色的空间，因为蓝色法兰绒的搭配，柔和之中，多了现代贵气。
550773,0,卧室,卧室具有现代风,[],卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550773,1,空间,整体空间的色彩也比较丰富,['丰富'],卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550773,2,床头,床头墙在深浅绿色的搭配下,['绿色'],卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550773,2,墙,床头墙在深浅绿色的搭配下,['绿色'],卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550773,6,玻璃,深蓝色+粉色挂画悬挂在玻璃衣帽间外立面,"['深蓝色', '粉色']",卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550773,6,衣帽间,深蓝色+粉色挂画悬挂在玻璃衣帽间外立面,"['深蓝色', '粉色']",卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550773,7,装饰,装饰出整个空间得成熟、端庄,['成熟'],卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550773,7,空间,装饰出整个空间得成熟、端庄,['成熟'],卧室具有现代风，整体空间的色彩也比较丰富，床头墙在深浅绿色的搭配下，呈现出色彩的变化；色彩明艳的抱枕点缀原本的软装配色，更为活泼；深蓝色+粉色挂画悬挂在玻璃衣帽间外立面，装饰出整个空间得成熟、端庄。
550774,0,床头,床头墙的挂画,[],床头墙的挂画，一大一小，图案组成一体的画面，与原本背景墙的色彩，形成层次感；对称方式设计的空间多了和谐感，悬挂式圆形吊灯更是给予空间温情。
550774,0,墙,床头墙的挂画,[],床头墙的挂画，一大一小，图案组成一体的画面，与原本背景墙的色彩，形成层次感；对称方式设计的空间多了和谐感，悬挂式圆形吊灯更是给予空间温情。
550774,2,图案,图案组成一体的画面,[],床头墙的挂画，一大一小，图案组成一体的画面，与原本背景墙的色彩，形成层次感；对称方式设计的空间多了和谐感，悬挂式圆形吊灯更是给予空间温情。
550774,3,背景墙,与原本背景墙的色彩,[],床头墙的挂画，一大一小，图案组成一体的画面，与原本背景墙的色彩，形成层次感；对称方式设计的空间多了和谐感，悬挂式圆形吊灯更是给予空间温情。
550774,5,空间,对称方式设计的空间多了和谐感,['和谐'],床头墙的挂画，一大一小，图案组成一体的画面，与原本背景墙的色彩，形成层次感；对称方式设计的空间多了和谐感，悬挂式圆形吊灯更是给予空间温情。
550774,6,吊灯,悬挂式圆形吊灯更是给予空间温情,[],床头墙的挂画，一大一小，图案组成一体的画面，与原本背景墙的色彩，形成层次感；对称方式设计的空间多了和谐感，悬挂式圆形吊灯更是给予空间温情。
550774,6,空间,悬挂式圆形吊灯更是给予空间温情,[],床头墙的挂画，一大一小，图案组成一体的画面，与原本背景墙的色彩，形成层次感；对称方式设计的空间多了和谐感，悬挂式圆形吊灯更是给予空间温情。
550874,0,凳,玄关处购置了换鞋凳,[],玄关处购置了换鞋凳，加上顶式柜子增加了日常生活收纳；阳台与玄关处隔断墙设置了一个洗衣区，铺贴文艺的六边砖，调色的设计更有动律。
550874,1,柜子,加上顶式柜子增加了日常生活收纳,[],玄关处购置了换鞋凳，加上顶式柜子增加了日常生活收纳；阳台与玄关处隔断墙设置了一个洗衣区，铺贴文艺的六边砖，调色的设计更有动律。
550874,2,阳台,阳台与玄关处隔断墙设置了一个洗衣区,[],玄关处购置了换鞋凳，加上顶式柜子增加了日常生活收纳；阳台与玄关处隔断墙设置了一个洗衣区，铺贴文艺的六边砖，调色的设计更有动律。
550874,2,墙,阳台与玄关处隔断墙设置了一个洗衣区,[],玄关处购置了换鞋凳，加上顶式柜子增加了日常生活收纳；阳台与玄关处隔断墙设置了一个洗衣区，铺贴文艺的六边砖，调色的设计更有动律。
550874,3,砖,铺贴文艺的六边砖,[],玄关处购置了换鞋凳，加上顶式柜子增加了日常生活收纳；阳台与玄关处隔断墙设置了一个洗衣区，铺贴文艺的六边砖，调色的设计更有动律。
